Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,Feat 7,Feat 8,Feat 9,Feat 10,Feat 11,Feat 12,Feat 13,Feat 14,Feat 15,Feat 16,Feat 17,Feat 18,Feat 19,Feat 20,Feat 21,filename,subject,emotion,priming,true_label,predicted_label,error_count
-0.2795916331260182,-0.0349258331445879,-0.161437213058631,0.2185791883033087,0.2120329034190277,0.0200941988840864,-0.0825959049928789,0.2280522224216456,-0.2227492546907738,0.0152051482458311,0.1270868845394004,0.2027636404491145,-0.1129565091650138,0.1563807896701884,-0.0371541026602006,-0.1905296092290781,-0.2571464910500275,-0.1418866890423211,-0.0701900752573709,-0.0716777271601873,-0.0048558287304181,./emotion-fmri-neu/cp020_beta_anger_neutral_c0.nii.gz,20,anger,neutral,neutral,incongruent,1
-0.1439485969996246,-0.0261030698990595,-0.0361832571449646,-0.0771324274058818,0.1622116784260872,-0.1794899492341478,0.2156888103637128,0.3068562118710712,0.3995262471018966,-0.0387963814331745,-0.0715735702734776,-0.0542396263566393,-0.1172476544642762,0.292763247579775,-0.0965659798566632,-0.1833079960194736,-0.0851245429735728,-0.1476811022797437,-0.0353256502571869,0.2109964957098711,0.3154391926397003,./emotion-fmri-neu/cp020_beta_fear_neutral_c0.nii.gz,20,fear,neutral,neutral,congruent,1
-0.1422776053895972,-0.0241243592656782,0.1023958601932899,0.0764926692899329,0.0050195114762662,0.0137104271761434,-0.0299906187101218,-0.0468595339265986,-0.0185632361933772,-0.0944402371123928,0.0206625290577884,-0.0343543361130002,0.0312515934352731,-0.0167203120975261,-0.0578975428623221,-0.0465415004404941,0.0571093047993933,-0.0197409614954958,0.0320477847523784,-0.0011589213606112,-0.0011708048944812,./emotion-fmri-neu/cp011_beta_fear_congruent_c0.nii.gz,11,fear,congruent,congruent,incongruent,1
-0.1097693606546901,0.0041028747563177,0.1111148464290785,0.0308667313752239,-0.0153628624565045,0.0109629359883963,-0.0379358023208346,-0.0232155750452801,0.0078294746061868,-0.1135575077393673,0.0131787941400062,-0.0413733485190274,0.0282400079207443,0.0254410301520694,-0.0624347874590933,-0.0528181190860925,0.1267256356027404,-0.0580131806413779,0.0248326335997867,0.0046031305232457,0.0101283684017096,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,congruent,incongruent,1
-0.1052666509557867,0.0090863593381657,-0.054882543043176,0.0049768337946409,-0.0630947978169302,-0.1928950841165834,-0.0077923442571703,0.0770921927523387,-0.1028644551990192,0.046364260631114,-0.1189893819958398,0.023837599677096,0.0873926553760557,-0.1179599506387914,-0.0567644528250974,-0.0181086422168713,0.0281246393362621,-0.0632009593436927,0.0561067271730626,-0.1222240165162936,0.0759411019422226,./emotion-fmri-neu/cp030_beta_fear_congruent_c0.nii.gz,30,fear,congruent,congruent,incongruent,1
-0.1034215192556725,0.0561684332281925,0.0366763792622564,0.0069918013574744,0.0145309046850699,0.019070529947299,-0.0683614373434735,-0.002789239224891,-0.0015817714587123,0.0075062128399599,0.0110155380177473,-0.0431146319368573,-0.0133835238652746,-0.0140028224613428,0.0704964851051354,0.0599512251547137,-0.0177133992560584,-0.0018640524579473,-0.0620930575475928,0.1082747983824329,-0.0565294212619019,./emotion-fmri-neu/cp021_beta_disgust_neutral_c0.nii.gz,21,disgust,neutral,neutral,incongruent,1
-0.0881974377971553,0.0008530923847749,-0.0704129591878314,0.0160952104430573,0.0016696968757087,-0.1323805338658769,0.003433032398178,0.0641633262925511,-0.0882964894873263,0.064179191422465,-0.0907687372932051,-0.026577809038237,0.0258623035468896,-0.1195124637945696,-0.0640247397659708,-0.0040096284862872,0.0688755492041679,-0.0667188633297633,0.0578981815232926,-0.0928988789348728,0.0301455443036224,./emotion-fmri-neu/cp030_beta_disgust_congruent_c0.nii.gz,30,disgust,congruent,congruent,incongruent,1
-0.0853248622200482,-0.0617860862211068,-0.0183291360282676,-0.0231262801101666,0.0022043362922267,0.0247229945773719,0.0276813497590769,-0.0886165661103774,0.0246313984566752,0.0013833357561374,0.0182267600447626,0.0116000989238615,0.0198920274563428,-0.0175214323014925,-0.0045114061781877,-0.0149387302222929,-0.0180885728288646,0.0020864632861011,0.0364389660663725,0.0066373273521543,-0.0304806798060137,./emotion-fmri-neu/cp016_beta_disgust_incongruent_c0.nii.gz,16,disgust,incongruent,incongruent,neutral,1
-0.0834184550397013,-0.0127350968535213,-0.0073273462153725,-0.0452018496571078,-0.0485459768023766,-0.0157201674326716,0.0741742314458033,-0.00455080600909,-0.0150403474510238,0.0141642182233857,0.0012235324500725,-0.0194363237658355,0.040114003287086,-0.0542136411304283,0.025075212998948,0.05020713084737,-0.0224915453546383,0.0534256564426696,-0.0155758274022147,0.0955546256743718,-0.0563969713472573,./emotion-fmri-neu/cp007_beta_anger_incongruent_c0.nii.gz,7,anger,incongruent,incongruent,congruent,1
-0.0795444597443323,0.0240738796411173,0.0484636400014677,0.0705915770058894,0.0549799322890222,0.0569790314551093,-0.063868389933245,-0.0138192141380598,-3.808629024368293e-06,-0.0064467680426009,-0.0311161914718902,-0.0545453219909257,-0.0642243021616288,-0.0544920001655997,0.0696788309850325,0.0090358369240164,0.0417502105778466,-0.01720212252042,0.0437797591879187,0.093250009908835,-0.0406417156103396,./emotion-fmri-neu/cp021_beta_anger_neutral_c0.nii.gz,21,anger,neutral,neutral,incongruent,1
