Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,Feat 7,Feat 8,Feat 9,Feat 10,Feat 11,Feat 12,Feat 13,Feat 14,Feat 15,Feat 16,Feat 17,Feat 18,Feat 19,Feat 20,Feat 21,filename,subject,emotion,priming
0.014654473973367652,-0.04046988974847367,0.008388104363207064,-0.07255318472951824,-0.048805815109346506,-0.02857401911449232,0.03553963867678209,-0.03068549956213896,-0.04709893533122859,-0.04255687784193119,0.0051904653461614285,-0.0022097296515086544,-0.010687103421798745,0.04314918501478516,-0.007044127068906987,-0.06393265799467837,0.001750191687410277,-0.00037894697511874125,0.00944733562457674,0.018575514586599617,-0.036857848706432515,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent
0.013988513871321523,-0.024347890340923883,0.030690870820610748,0.014431581012721517,0.0055984546828662385,0.004896096257696797,-0.06064151639163548,-0.01017161758601215,-0.035607338360762686,-0.026963896259337233,-0.03360354309537614,-0.008593438607919002,-0.04685433187182848,0.009594109671420992,0.03904705166604581,-0.07520299579615514,0.02511781487966544,0.03787870383395901,0.03912098968759427,-0.024796844072337662,0.0008048216600255453,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent
0.04026720862871484,-0.03029155610638241,0.058986329064801536,0.07900746190379955,0.054207232679706535,0.028247597496966148,-0.12057674932758394,-0.0887241460890062,0.0014648154397660929,0.01782824160180832,-0.02279943701959341,-0.042428362730923846,-0.04989493045556556,-0.033423556891438555,0.011169255108738991,-0.1210562236598052,0.008123053581757834,0.061079803861743,0.020863610402397113,-0.03015378027191197,0.008659530791936376,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral
-0.008192771566220319,-0.05804135076449605,0.006782768024264337,-0.031240226959208972,-0.028110482415464065,0.010066716706683528,-0.008381632976105377,-0.05087830273534426,-0.0033001600104143464,-0.010455532255354456,-0.012955712229078684,0.00921863064256993,-0.0289595438381199,0.04523212555802324,-0.013447761972882307,-0.058132820150339014,0.02367375181057189,0.0062388665432011855,0.04295157346077803,-0.031037678950045472,-0.03635135138013312,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent
-0.020222191709390342,-0.035095241198823436,0.015095431564569807,0.05931087166768573,0.03211111353273621,0.004480005980307872,-0.07657208209459916,-0.047842521728568566,-0.002218891231808351,5.3873886180586666e-05,-0.001433851302500514,0.00039691632310144727,-0.07058924408887475,-0.0058211014118310644,0.060236825770723645,-0.03975311767365297,0.03510236292667464,0.02502179839202108,0.04123800290227142,-0.06291506867080043,-0.01734525776215634,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent
0.045152725588144996,-0.007763253987794899,0.01965771176689273,-0.02259802964117777,0.02789157259926167,0.03121361142218365,-0.09617059025490998,-0.017105176168979525,0.0025888387713261726,-0.043173026664743805,-0.03578209914939236,0.014052719002729405,-0.08221432016405837,0.0021116553041261726,0.09107294259201926,-0.1285919998474328,0.04651487418655097,0.02088988871582943,0.062251586231529904,-0.049747297684557656,-0.021483891089303375,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral
-0.016080395457699178,-0.027037038160132212,0.04423556344609548,0.059148004079830736,-0.0046770138483446175,-0.007558684132883098,-0.05931690166433488,-0.04701665683642759,-0.0367914518623354,-0.026708556909116422,-0.020112435736958086,-0.004722759155836242,-0.04590688702318567,0.01299356832021531,0.05551707008637512,-0.06471727510548425,0.02085428190505127,0.016874715331290875,0.03538674894233007,-0.001519023928821417,-0.03286316371479617,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent
-0.03607884452522169,-0.009104843477177299,0.05651895578723158,0.06400544632368088,0.05610358587037999,-0.027416501074207303,-0.07549182793251188,-0.02902070278345663,-0.0005636937219921298,-0.005717333044512834,-0.025926087312833333,-0.029484707406475748,-0.08961688389747323,-0.012896811974311528,0.05310072850440289,-0.039249736342186314,0.04417921353537649,0.04764958229119755,0.0312759323513466,-0.053768701658400087,0.0034782536841094155,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent
0.002532523753245715,-0.05927373518865787,-0.006077602572418535,0.0639284250354527,-0.0026191901097405426,0.044380278855886655,-0.08557810790770448,-0.04600028531307879,0.003523208816226337,0.008333022350865152,-0.031670127051572856,-0.005058584549732431,-0.0342630065172598,-0.04786798816495817,0.06375329177593961,-0.1032633923219576,0.006413655554246998,0.024736196574542367,0.023029732906516897,-0.04250175063647948,-0.016897586484664877,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral
-0.021636616204653,0.04970811897044177,0.04568226060199497,-0.06317803459543359,0.06875042633736761,0.1558618298647527,0.039184225497872996,-0.038721128129303777,-0.08551487989226772,0.07410812770824479,-0.16174094979237938,0.08183593487626489,0.011162124890080779,0.05418056746260061,-0.07996267154207919,-0.06088567982483154,0.0562959055367842,-0.08487751715608173,-0.10243509270154255,0.006155140443287813,-0.007919327684874262,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent
