Left Cerebellum,Right Cerebellum,Left Brainstem,Right Brainstem,Left Cerebrum,Right Cerebrum,Inter-Hemispheric,filename,subject,emotion,priming,Posterior Lobe,Medulla,Temporal Lobe,Limbic Lobe,Frontal Lobe,Sub-lobar,Pons,Anterior Lobe,Occipital Lobe,Midbrain,Frontal-Temporal Space,Parietal Lobe,Gray Matter,White Matter,Cerebro-Spinal Fluid,true_label,predicted_label,error_count
-2.526564172918473,-1.6182845814439188,-4.563038917810929,-4.033862551463162,-3.722136361451299,-3.9951666312070815,-3.637140525083158,./emotion-fmri-neu/cp020_beta_anger_neutral_c0.nii.gz,20,anger,neutral,-1.7623227308847125,-1.912521573442611,-4.632886888936791,-4.035365520856305,-2.5578326615587814,-7.615864376746233,-2.0172589637932594,-2.7070488301069364,-0.5316089139429857,-6.859692889067822,-7.551621024158894,-5.51058347631905,-3.3595952728875758,-3.820361453274292,-8.393535736301374,anger,disgust,1
-1.132934889715689,-1.1162993027342047,-1.7277201244565596,-2.0898863212207286,-0.2307555469937287,-0.4671203166881894,-0.6564291644553791,./emotion-fmri-neu/cp030_beta_fear_incongruent_c0.nii.gz,30,fear,incongruent,-1.0093150995811933,-1.1001339833011017,-1.3163882604113617,-1.172706883583874,-0.6285471686543971,-0.9799298254301626,-0.9885201763914996,-1.4089361208467392,5.396889994818372,-2.8978389380099183,-1.3298935440166868,-1.902277220378064,-0.5680761513006525,-0.2819641930790975,-1.4982927603380685,fear,disgust,1
-1.1076366017357422,-1.1521630929569342,-1.5812536340898904,-1.4174190933055475,0.0707621337950325,0.3286080888556266,0.8559290438124897,./emotion-fmri-neu/cp030_beta_fear_neutral_c0.nii.gz,30,fear,neutral,-1.145075363266339,-4.666113496220691,-0.1861208861337927,-0.2375184069527393,-0.0323755122871561,-0.8526578178309402,-0.7727345045888362,-1.1244088918380617,3.636636525880076,-1.5317634555105926,-0.4750806553825377,-0.2036605619886276,-0.0036804273506617,0.0861378519958343,-2.0387904481011296,fear,disgust,1
-0.7548465570003563,-0.8245045699755617,-1.877768676489305,-2.1069507963722303,-1.1226685214643164,-1.6374668349996968,-3.1843941516660355,./emotion-fmri-neu/cp008_beta_anger_neutral_c0.nii.gz,8,anger,neutral,-0.0293062043752519,-2.7831332626348053,-1.324112465984395,-2.171653093020704,-1.7930985847050291,-0.500833163009649,-2.556088011073182,-2.5179630850893555,-0.2272161353108685,-1.307753936507346,-0.2951928451349763,-1.5689257150819018,-1.4358169533634626,-1.149640763604633,-0.6445681002637121,anger,disgust,1
-0.5887220774995279,0.1178111392809965,-0.1160212223323161,-0.1188936008626293,-0.3506579666057854,-0.442282452918223,-0.2827713919096471,./emotion-fmri-neu/cp016_beta_fear_congruent_c0.nii.gz,16,fear,congruent,-0.0148529835817094,1.0057875165377956,-0.4397479889992161,-0.3417909418956419,-0.3278519797408047,-0.2613467245868336,-0.2435607612212998,-0.740160609831833,-0.1088550384712446,-0.2272785445134555,-0.353676111404492,-0.9197171983060496,-0.4087249567893479,-0.3427964055288332,0.1671684807690602,fear,anger,1
-0.5604957925119997,-0.291089000394751,-0.4695745688244203,-0.1087580796200838,-0.3068973224578087,-0.1888827681410479,-0.379597416083305,./emotion-fmri-neu/cp016_beta_disgust_neutral_c0.nii.gz,16,disgust,neutral,-0.4368342160145128,-1.920269967052748,-0.304734585999512,-0.3872612836929771,-0.1139141650731887,-0.2169389619293344,-0.4950785336024108,-0.414092422322817,-0.9120339011338092,0.2141129711313818,0.1492802828427108,0.0715321632528886,-0.3476536842296575,-0.1882000128300397,0.0836231341464236,disgust,fear,1
-0.5194038219364724,-0.5388326800318908,-0.9663782775777128,-1.254319490837278,-0.5471316396665792,-0.4343203313767825,-1.3795646310212737,./emotion-fmri-neu/cp030_beta_fear_congruent_c0.nii.gz,30,fear,congruent,-0.2649484906849764,-1.624238038334726,-0.7942754605640308,-1.561540962155615,-0.7643199661340687,-1.4662910320000135,-0.7577222836743822,-1.11974684745523,4.255637564297375,-1.3228581298017648,-0.0962121632863709,-1.5832690426377998,-0.4545498995906267,-0.4897274524287905,-2.597285300230721,fear,disgust,1
-0.490496018105746,-0.5380452704280122,0.0034001670217491,-0.1239292987853769,-0.5490551541475884,-0.7194476908801534,-1.1748302606230636,./emotion-fmri-neu/cp016_beta_disgust_congruent_c0.nii.gz,16,disgust,congruent,-0.7042406791748554,-0.4498373997229579,-0.4247903086477527,-0.3461296976730399,-0.8456627846370535,-0.3503392306168035,-0.1899018990657686,-0.0924672128974533,0.0482545285704379,0.1385122228730721,0.2764264300224948,-1.3323504797135066,-0.7027369294328975,-0.5598485312197893,-0.1972558429642795,disgust,fear,1
-0.1603474020367956,0.6897674773447591,-0.1599763284865885,-0.3736802043853515,-0.4957628632677184,-0.3410108665602994,-1.5561007138649454,./emotion-fmri-neu/cp007_beta_anger_incongruent_c0.nii.gz,7,anger,incongruent,0.5077253698659627,-0.1431574955965365,-0.7145297339871101,-1.0069242910090068,-0.8842412377338392,-0.4593299794488848,-0.49720743977214,-0.2594700423004345,2.352583130849464,-0.0771572617298018,-0.572194201894331,-0.6015611896052261,-0.2020315073934847,-0.4268084982380021,-0.712324781657047,anger,fear,1
-0.0987684782575836,0.8529612129472743,-0.5844634922782801,-1.2015473463390145,-1.832624156812366,-1.188397069228016,-3.3625012452081804,./emotion-fmri-neu/cp004_beta_disgust_congruent_c0.nii.gz,4,disgust,congruent,0.4036349147052788,-4.854854594303845,-1.8397052004805865,-1.7293382098604957,-0.7023925956628407,-2.4156508734662654,-0.7738766062188027,0.3744942689362166,-1.0589775973770714,-0.1998267676278391,-2.383935049949315,-2.619290645741951,-0.9628663926505832,-1.4876503688452651,-4.500780784445634,disgust,fear,1
