b'7Networks_LH_Vis_1',b'7Networks_LH_Vis_2',b'7Networks_LH_Vis_3',b'7Networks_LH_Vis_4',b'7Networks_LH_Vis_5',b'7Networks_LH_Vis_6',b'7Networks_LH_Vis_7',b'7Networks_LH_Vis_8',b'7Networks_LH_Vis_9',b'7Networks_LH_SomMot_1',b'7Networks_LH_SomMot_2',b'7Networks_LH_SomMot_3',b'7Networks_LH_SomMot_4',b'7Networks_LH_SomMot_5',b'7Networks_LH_SomMot_6',b'7Networks_LH_DorsAttn_Post_1',b'7Networks_LH_DorsAttn_Post_2',b'7Networks_LH_DorsAttn_Post_3',b'7Networks_LH_DorsAttn_Post_4',b'7Networks_LH_DorsAttn_Post_5',b'7Networks_LH_DorsAttn_Post_6',b'7Networks_LH_DorsAttn_PrCv_1',b'7Networks_LH_DorsAttn_FEF_1',b'7Networks_LH_SalVentAttn_ParOper_1',b'7Networks_LH_SalVentAttn_FrOperIns_1',b'7Networks_LH_SalVentAttn_FrOperIns_2',b'7Networks_LH_SalVentAttn_PFCl_1',b'7Networks_LH_SalVentAttn_Med_1',b'7Networks_LH_SalVentAttn_Med_2',b'7Networks_LH_SalVentAttn_Med_3',b'7Networks_LH_Limbic_OFC_1',b'7Networks_LH_Limbic_TempPole_1',b'7Networks_LH_Limbic_TempPole_2',b'7Networks_LH_Cont_Par_1',b'7Networks_LH_Cont_PFCl_1',b'7Networks_LH_Cont_pCun_1',b'7Networks_LH_Cont_Cing_1',b'7Networks_LH_Default_Temp_1',b'7Networks_LH_Default_Temp_2',b'7Networks_LH_Default_Par_1',b'7Networks_LH_Default_Par_2',b'7Networks_LH_Default_PFC_1',b'7Networks_LH_Default_PFC_2',b'7Networks_LH_Default_PFC_3',b'7Networks_LH_Default_PFC_4',b'7Networks_LH_Default_PFC_5',b'7Networks_LH_Default_PFC_6',b'7Networks_LH_Default_PFC_7',b'7Networks_LH_Default_pCunPCC_1',b'7Networks_LH_Default_pCunPCC_2',b'7Networks_RH_Vis_1',b'7Networks_RH_Vis_2',b'7Networks_RH_Vis_3',b'7Networks_RH_Vis_4',b'7Networks_RH_Vis_5',b'7Networks_RH_Vis_6',b'7Networks_RH_Vis_7',b'7Networks_RH_Vis_8',b'7Networks_RH_SomMot_1',b'7Networks_RH_SomMot_2',b'7Networks_RH_SomMot_3',b'7Networks_RH_SomMot_4',b'7Networks_RH_SomMot_5',b'7Networks_RH_SomMot_6',b'7Networks_RH_SomMot_7',b'7Networks_RH_SomMot_8',b'7Networks_RH_DorsAttn_Post_1',b'7Networks_RH_DorsAttn_Post_2',b'7Networks_RH_DorsAttn_Post_3',b'7Networks_RH_DorsAttn_Post_4',b'7Networks_RH_DorsAttn_Post_5',b'7Networks_RH_DorsAttn_PrCv_1',b'7Networks_RH_DorsAttn_FEF_1',b'7Networks_RH_SalVentAttn_TempOccPar_1',b'7Networks_RH_SalVentAttn_TempOccPar_2',b'7Networks_RH_SalVentAttn_FrOperIns_1',b'7Networks_RH_SalVentAttn_Med_1',b'7Networks_RH_SalVentAttn_Med_2',b'7Networks_RH_Limbic_OFC_1',b'7Networks_RH_Limbic_TempPole_1',b'7Networks_RH_Cont_Par_1',b'7Networks_RH_Cont_Par_2',b'7Networks_RH_Cont_PFCl_1',b'7Networks_RH_Cont_PFCl_2',b'7Networks_RH_Cont_PFCl_3',b'7Networks_RH_Cont_PFCl_4',b'7Networks_RH_Cont_Cing_1',b'7Networks_RH_Cont_PFCmp_1',b'7Networks_RH_Cont_pCun_1',b'7Networks_RH_Default_Par_1',b'7Networks_RH_Default_Temp_1',b'7Networks_RH_Default_Temp_2',b'7Networks_RH_Default_Temp_3',b'7Networks_RH_Default_PFCv_1',b'7Networks_RH_Default_PFCv_2',b'7Networks_RH_Default_PFCdPFCm_1',b'7Networks_RH_Default_PFCdPFCm_2',b'7Networks_RH_Default_PFCdPFCm_3',b'7Networks_RH_Default_pCunPCC_1',b'7Networks_RH_Default_pCunPCC_2',filename,subject,emotion,priming,true_label,predicted_label,error_count
-1.9180460802566104,3.468686991977862,-1.475455851989726,2.7387473942377163,2.700631053434022,-4.645274654629544,-0.9893614825726584,0.2457448794210033,-6.282702755307782,-11.47137028522561,-8.837890578868437,-8.065276245069109,-2.057176927379757,-3.186228204723139,-1.7867733389309404,-0.3384499773979437,-2.2319981649898266,-0.8578777310287345,-2.4449181852735675,-1.5982963978057558,-1.596154349129388,-2.0923300018575928,-4.646072544882426,-6.439918585688563,-12.239409796213376,-9.077576000837396,1.2800951552269535,-1.244086596677274,-3.8975656285284086,-3.306516184193889,-2.402560272512968,-0.0404115307191974,-3.135622013112138,-2.3004197003280398,-0.5526104554027709,-9.600888190061257,-8.108646481357654,-3.628758760070307,-6.405109493710471,-8.8698508180661,-4.754628527149642,-7.586879349451514,-7.760318146060508,-3.490895339157337,-1.9332174984427093,-1.1002143859220022,-4.906017513790396,-5.527443323150518,-8.469954874772485,-8.26279166423245,-0.0032499735906533,1.3600850764000942,-0.7104047875916459,2.081522561241425,-1.3328171303860918,-5.7914386025913895,-1.2947462771137015,-3.788423422621384,-10.26107808080743,-10.829439142828615,-12.254017826876824,-7.872421271627485,-4.358682361511449,-1.4905956031222567,-2.1169459770244714,-3.2624072696836084,-5.686285050600571,-5.69947389123109,-4.294941134388105,-3.414381591527075,-2.739609618062882,-7.171004960363281,-1.7247158158856704,-7.873680743960431,-12.623788548502292,-9.05709290189235,-6.043993620404471,-3.38491971340476,-0.449765194678339,1.1195479066052678,-9.49695622960389,-5.716550482748751,-0.9538358483790408,-1.908051522397372,1.589963426119216,-3.516090691150366,-8.462395821512086,-1.023488796723184,-7.080910322174366,-8.285380398352464,-0.2188301026577634,0.0954109565263572,-5.786859774382576,-2.8540869970308944,-6.816988968677753,-2.130373991103543,-0.750195421650368,-2.5947268996627253,-8.644443325855985,-9.476698936631522,./emotion-fmri-neu/cp020_beta_anger_neutral_c0.nii.gz,20,anger,neutral,anger,fear,1
-1.6593651322742895,6.5192543189670245,0.9785085835394997,2.344367359235328,6.904328431099904,2.1632152889753087,1.5619633273752913,5.7190946204935615,1.8141411458323975,-0.6922418718129775,-0.8014229023922032,0.5069239718810885,0.9145517023306868,-0.3444860596548834,-1.2504974315011004,2.7566327553559526,0.7909768237151958,-2.1669516329625527,1.3045319910640978,-5.3940431170258565,-2.0836127058964453,-0.2792455026402198,-1.469956574423127,-1.4261642080853956,-0.319946695913641,-1.4324983313048818,-1.646219163715265,-2.717313800005287,-2.313455197287612,-1.6002305454460266,0.052024406418546,-0.7716990732945538,-1.7709260067907455,-1.946854523601526,-1.1364299900051125,-5.396920075869065,-3.1393913024012305,-0.6575504186250336,-1.7131021673077227,-2.580323397158528,-2.0747736334925704,-1.482501725860346,-0.0811349508636348,-1.1038817744792897,-0.7397879028345045,-1.3161230180273984,-1.0314988237976053,-1.721967159372736,-2.6468501956390336,-2.7460540541437077,-2.1839254115986,2.8094992944178654,3.421678292192734,5.838629324097089,5.061556955780736,-0.3650572709034839,7.214599598388461,4.821509384262178,-1.127469807704141,-0.7529060975508265,0.5707051053869017,-0.0818798032789657,0.297779671260373,0.6023317956361495,0.3383928237602334,-0.6107997278795317,0.6532941684764667,1.5901613374168664,0.8320853219094371,-1.044680956201384,-2.67976985560868,0.0193056810041073,-1.344460587052416,-3.364190147787056,-0.9747423312571936,-0.3133600996575775,-1.4657482959045771,-2.344000522885983,0.0129034063704704,-1.0673439003890914,-1.3859056688433962,-2.452703325638736,-0.2265186352437516,0.0446381873178575,-2.6303932341417227,-1.5660882576768678,-3.180775178268351,-2.750778158792409,-6.991355806757692,-2.578391146078912,-0.8579956577094429,-1.9136240168447056,-1.2657589371918034,-1.1090117895641636,-0.7031176830262206,-1.3384904313277382,-1.53154691981643,-1.3728144590956806,-2.5896709526097097,-3.148895145337652,./emotion-fmri-neu/cp030_beta_fear_congruent_c0.nii.gz,30,fear,congruent,fear,disgust,1
-1.5142247418947443,1.5519483822263256,-2.7614146971885494,1.6899344569581716,-1.2544675919501356,-2.223277478374228,1.1928668385832235,0.3697783573284642,-4.997581281501232,-1.8569293327170573,-0.7661142895539368,-1.614382774323465,-2.198597407848625,0.4171637071363293,-1.5468902791594406,0.021918934327002,-0.0578148095955362,-1.38806937047517,-0.321956216357286,-4.1619449949752765,-2.650701678914731,-0.2198029652395081,-1.963827322716663,0.131879314743711,-0.2225001979609924,0.1022574808155201,-3.6838545087490178,-2.543888663980047,-1.0672257553564295,-2.7430436013669173,-0.705859928413044,-1.0942100929886251,-2.2963654952570907,-1.99513441487806,-2.165550214788289,-5.42902149291778,-3.4091227838539964,-1.193859652656773,-1.3550899012267252,0.3254307135908377,-1.0974945425611171,1.08633096605935,-0.1886982616248027,-1.204296724052908,-2.9656439321466608,-3.866421396812157,-2.10614111001079,-3.855984212005529,-2.8631334135932724,-2.163897861551498,-1.9443116165110872,1.0073090398142073,0.4922502194097891,2.4739647258659385,-1.0100956976841158,-3.616393866598882,1.5399130656899995,-2.603799505198346,-2.326126898809999,-0.969500374241004,-1.8426551203674535,-1.6273469227777846,-2.729618794363806,-1.2032232371155414,-1.318656296157802,-2.565767905971886,1.0620818207824012,-0.6593224198236856,-1.7568166625967998,-1.2944870749400772,-3.1327771995299,0.1500183657762068,-3.287397297304607,-2.731219294532459,-0.1690285314178892,-0.3379000622232709,-3.8782514359281888,-2.724790388898543,-2.781778536653144,-2.0657682143075724,-1.1060445610285836,-4.158662291851567,-3.9584770283249706,-0.7405069166196009,-5.003582799004969,-3.1264556629558267,-3.2764328903683397,-3.166873701683868,-6.053186069271472,-2.59663905031711,-4.369376276443735,-0.8742659722486684,-4.415004662112072,-1.4511828359543544,0.969607082809492,-1.847078387208657,-5.698258898746442,-5.561165789558236,-3.81176256197448,-2.419755639050344,./emotion-fmri-neu/cp008_beta_anger_neutral_c0.nii.gz,8,anger,neutral,anger,disgust,1
-1.3842646256799434,7.622046277906525,2.2163219606175373,3.7233356278687255,11.732990284944734,3.6092904373478047,1.236323115371489,7.087885753497143,3.273632130535844,-1.3796154308745368,-0.8361043615277702,-1.066122448359362,0.2458171606468231,-0.1981676928557454,-1.4036608218983218,1.0815935387972335,-1.036253356823554,-0.3479072656010387,-0.4055967162397177,-4.120823535293142,-0.8046449411881819,-0.8256330620689317,-1.11214128290401,-2.2018733554083743,-1.035057872313555,-1.2648794409711523,-0.9772394040724296,-1.818758116556542,-1.7841337454532027,-0.656476642051285,-0.4406729287921809,-1.3428917474205633,-1.9953158226666523,-2.174423447717161,-0.1681191441275168,-0.9724902619619956,-2.080096716553283,-1.0595542499056174,-1.9812549370175705,-2.4698439393183,-3.163805152030745,-0.1453916232601254,0.4932512229749237,-1.0677487612085954,0.6484791894803785,-0.9587942910411276,-1.6347983088595042,-1.952204777217257,-1.4196567966323366,-2.178697486520494,-1.6491801999461446,3.1564002274941045,1.2268408160769406,7.537771105611707,7.2428963802164255,-0.0520167267527171,7.569666843800731,5.791882965415877,-2.202945378952839,-1.9637884899253395,-1.6026693677458903,0.1130501101372049,-0.3239449776328643,-0.6479094638867959,-2.0758586216796004,-1.4840856567723053,0.8495412305695168,-1.2352129410865254,-1.646921689609949,0.4755708100020462,-2.1922026873797837,0.2072038538334956,-1.3024767820980845,-3.5009061308743266,-3.378091798133668,-1.5758701644531392,-2.2222876386096018,-1.9814427137544048,-0.7774651437837632,-1.3481141541128865,-3.947323247908338,-3.6567792081709007,0.1316696968436519,0.053069417811242,-2.877796642162014,-1.431836000488215,-1.9729237404000088,-1.2559732357954592,-4.628524274317122,-5.242968091338562,-1.68997399910748,-2.13769868126511,-2.6896482360638307,-0.2591306493447808,-1.1414512392711054,-0.7481861483183628,-1.2610834142336764,-1.9823231011396316,-2.1130758947220896,-2.538805223631528,./emotion-fmri-neu/cp030_beta_fear_incongruent_c0.nii.gz,30,fear,incongruent,fear,disgust,1
-1.1238663219367016,5.225931042486895,-1.119363914313663,3.004369500889504,4.758744716852329,-1.7893381705670055,-2.1088659444918303,0.1661694082446015,-0.8476125206724511,-4.105119962940213,-0.790398721150835,-0.1670797524935612,0.6674413587533077,0.1730493008746637,-2.4625376993690598,-0.7330949245190131,0.2358024259932419,1.969685942458639,-1.464401529700275,-0.2688783609200887,-1.3245829254198973,1.440566552204697,-1.469073045162986,-0.5688122682622688,-3.5252485356081595,1.8149458190124368,0.035329235938745,0.0883976577544807,-2.815966519641603,-0.879704582403988,-0.7278763956408758,1.5637958310937885,-2.634761891299085,0.7478746688384157,3.173170600959735,-2.1962668825857348,-2.228987202549463,-2.303339103666512,-4.360114381823051,-4.244333214661098,-0.4221099247516567,-0.6982921822841607,2.007674543811002,3.1774839025705277,2.0361351547650552,-0.3960327899599337,-0.6582129924083547,-1.6589695020299149,-3.462404994516477,-1.7469355483484832,1.5623062623411388,3.0114050689726604,1.5356703162585852,3.5439734252299053,3.2063805553105,-2.0585484470087088,0.7270780783064213,1.1948376148946709,-3.169744158984452,-1.6793839509487642,-2.453458992970702,-1.6206405951763143,-2.231712454106892,-3.229208589283991,-3.1141681296184203,-2.9576543760744043,-2.4483222711944608,-2.026558878782512,-0.3409472402025484,2.21418015803752,-0.6892925656444521,-0.2898841992793345,-3.268146821570515,-3.831522670954061,-3.7803778709493328,-1.222132412393947,-2.650899523325033,-1.835261624916488,-0.299948361964199,1.6418711534461703,-2.551211698445361,0.2983683833329714,2.1915283177432734,2.024956938224062,-0.1120703957675798,-1.8615075126753304,-2.420014363121584,1.135946148055667,0.1841559245715597,-2.046898267139175,0.2080044985662429,-2.420732305331354,-4.43687511645998,0.0237387361363856,-0.2814223854399564,3.790430746584328,-0.7657116238772432,-2.910002563723012,-3.021878065923844,-1.6871952319246404,./emotion-fmri-neu/cp020_beta_disgust_incongruent_c0.nii.gz,20,disgust,incongruent,disgust,fear,1
-1.1001201412262982,3.4486870259070086,1.375743636482245,0.1407269926712009,6.363183250673727,4.241376600140153,2.423710322713639,3.6617739478923057,5.829200230571671,-0.5177200199895831,-0.926352650524006,-0.5362913876004891,1.082379149741604,-1.3882625957886576,-2.101819079856786,0.272045473425811,-1.5539745264315936,-0.9941926705737092,-0.7222800475958937,0.9438064294981244,-1.5628454467570807,-0.3371484119828006,-0.6976016170946306,-1.459738241401108,-0.2111786975105773,0.0272347932637729,-0.4142173303455894,-0.8097389940654506,-0.0374123392848864,-0.8665303848352421,0.521282743180942,-0.7055360041367104,-1.6322072842371342,-0.2617762463617618,0.4491466938747628,5.597458864819846,-0.4414494314888474,-0.0424101986378886,-0.9162587137521332,1.0146549555298157,0.0678005417010088,0.0030301345874981,0.2893068602559403,0.4075270204522653,1.1809877146119223,-0.7909602303747016,-0.3873800740097903,-1.171924845570354,1.2669231412340654,2.446166887948919,-1.016344790647341,1.5736158529061706,-0.2164500443264806,4.683201013881626,7.710903832505019,1.780926642160415,4.249227929932345,6.365962949181846,-1.7100739985729403,-1.8351793935625,-0.9948764667747292,1.05466135535385,-0.6677222881511141,-2.479711422231352,-3.4538663964876557,-1.5121790017299557,3.812950466062317,-2.118970724942107,-0.8976872721939497,-0.3164443289192004,-2.5834447787173964,0.8502304996321607,-1.0950909123016528,0.9812005635323672,-2.948844930179363,-1.3332521664283692,-0.6331008319093676,-0.8740289978870432,0.2997447813246692,-0.2640866296167288,-1.7363469549368866,1.2768323360617655,1.4785573247279546,1.073320645901208,-0.2210082811962741,1.8089311566171813,0.0522251901322588,-0.2273851551813672,3.986737974640147,1.5473307681936463,-1.5085852421899408,-1.068586913406498,-0.728675261069003,0.6066163516107823,0.0567561743815195,0.9915583767537504,0.4592215435543854,0.8254060748474418,1.1718717804242005,3.57080949232832,./emotion-fmri-neu/cp030_beta_fear_neutral_c0.nii.gz,30,fear,neutral,fear,disgust,1
-1.029519178381065,3.9729091539845647,0.3561791785887969,2.145951264966776,3.841469408079568,-0.6199821595775729,1.2059230765382214,4.705245097653553,-1.909893182044659,0.63893847905074,0.7436344685439622,1.138511148519304,2.358968204565074,-0.5722047206152048,-2.05535619531643,0.7680617212912043,1.6577636328787229,-3.513030289840444,-0.6332315314630171,-5.670946020860793,-1.4213882240137612,-2.912882272646029,-2.910064888235193,0.3007133405945741,0.9588962593063356,-1.1373253633154097,-3.838928991153588,-3.042063309378993,-1.8758468849453425,-3.580519775771688,-1.0985127363659086,-1.2044094601270834,-2.354659126391601,-4.048272081975966,-3.4449213368721963,-5.404283301893065,-3.2823281925957706,-1.321023342414664,-0.7851054061903447,-1.619821316980585,-2.7892674732892724,-0.8806224781842451,-2.1797259276728607,-5.14423508206939,-4.862520004739958,-4.999377516742503,-3.9288369797287856,-4.489858579224055,-3.464676856761112,-4.061607858997675,-0.4443211385403057,5.049162452051725,0.6811508625155441,2.929170451926305,1.3582217133065195,-1.9288685405585648,3.959390675033016,0.819755118224957,0.0039448442669548,0.4457196111642656,1.29674731753221,2.2189420892637264,-0.6911776398812653,-1.285676685921976,-2.572358605816376,-3.145424236252434,-0.0163942374365183,0.2835330665190321,-3.099884892314918,-3.053158386690452,-4.108415021752971,-1.6040676776292602,-3.294014675183646,-0.8990736570226002,0.8553151218882128,-0.4709177745350528,-1.7192563434455754,-3.189394100994533,-0.9995493486618896,-1.126819667028979,-1.5359682939009611,-4.231547848620497,-4.748940923185477,-2.078102164221267,-5.508954696017089,-4.957934707283042,-3.294476068811047,-3.7489079876951408,-4.377716405599302,-1.4863815727012442,-2.393381271043507,-0.3272606675211887,-1.519617840434315,-1.0860232590493206,-0.95116251442006,-4.188712445477543,-4.919837070155018,-3.8359241178978714,-3.2793386097859063,-3.5174505981883715,./emotion-fmri-neu/cp007_beta_disgust_congruent_c0.nii.gz,7,disgust,congruent,disgust,anger,1
-0.8418377791201376,11.365650142742323,4.777099646046031,5.615365434419863,12.08814087869294,6.084034948713769,3.6462264231630255,6.653971486132971,4.352504134455538,1.8988304348714096,1.7193007242734022,2.4511580535838675,2.5788297181530044,0.8634486148882176,0.4673314771536885,4.736363024837157,0.7613241859356021,0.4637768305211736,2.245473277028904,-1.7011799837762174,-1.2558157112780144,0.2012355550986107,0.2069901733562773,0.130460459921498,2.123779850376495,0.5115436516168,0.514445395631346,-0.2485571338027521,0.1912286943383823,1.2376156429347975,0.7806761803813093,-0.1852655724632332,-0.5022540253069385,1.215382641983502,0.70778685489214,0.742452355585065,0.2284334716859156,0.083917953713592,-0.2311641728758774,-0.5133634046648364,-0.8658167748560135,0.2545352758166849,2.4545558593891683,1.921649180630533,2.890375998028535,0.0901524506048167,1.3658909151906091,-0.1918267616976595,-0.2750169948562697,0.099415101453029,-0.0952695628974743,6.281086182451591,6.363225038180104,9.23280497823576,10.627084398947966,2.658230177219685,9.750173701896,7.768232710537009,2.4298752753868444,2.445627913647784,4.600429805229103,3.9046799835874193,3.314914758558296,2.969180196450912,3.019496465779916,0.9634729362147184,5.56423503452151,5.26200274628185,5.153614009620511,2.938931620379312,-0.9166546418659466,3.590260007345456,1.911745583706647,-0.181910800501552,2.593227258664497,2.2715676897833323,1.717608993071804,1.1258480484863702,0.6193204380764784,-0.3406731846541475,1.669459581551706,2.928996194550071,2.9904908566754504,2.7028094847622675,0.0614919911196578,2.185077481625991,1.1872942949442424,-0.38566301374427,0.3155690575642154,1.9992654703945976,0.3043775815787803,-0.5601439504642967,1.4037168695020863,0.7005535872560713,2.444608231151728,1.962582599739141,0.4564411735574674,1.5564805980733785,0.472735438159906,1.2093324675128416,./emotion-fmri-neu/cp030_beta_anger_congruent_c0.nii.gz,30,anger,congruent,anger,disgust,1
-0.6897847310823337,6.40483382578495,0.8820221888637948,4.591441050652609,5.121687833009976,0.9205697790334788,2.0732925709962866,3.644714613868473,-0.6996184977898047,0.1232883161926734,-0.0431287801918107,0.4642071938140601,0.7401221239168345,1.2110303248853604,1.3380934380373577,1.822950929187392,2.78039771396343,1.078889207877231,3.8740794771459455,-1.4857786895288485,2.944789369933912,2.554151940242279,1.2016004884946665,0.916835553659753,0.6491041053757882,1.433081823433133,1.4415300886328577,0.3406398289148282,-0.819166097248661,2.4053796381142902,-1.6819024341967517,-0.5834410433324616,-1.004551257807677,1.1044461961398089,1.795811389278749,-2.025264701362902,0.0642035370435397,-0.9672955211708514,-0.1661622269962385,1.2728896342429163,-2.111662788055164,1.0518487887181658,0.9478283593184544,-2.0330949025335694,-1.3298582475766016,-1.582478086056544,0.0909622072053939,-2.060799281966049,-1.53010197635441,-2.2861219161817807,-0.5814504300295666,5.450350264722447,2.776356545196543,4.104148676329411,6.352014217003968,-0.203048145353837,4.250955882946892,3.114020180085129,-0.2897041792223987,-0.152035737011755,-0.646314173829014,-0.3479163245494476,-0.2940025412905992,-1.660321730903166,0.9423633360916932,0.3026760717871004,1.0838290232588277,2.010245625209295,3.394256105507377,-0.0091737275249341,0.6909040516716215,2.435022457097604,0.6301899538333066,-0.0781497856658594,1.622356839755238,1.7688041651256945,-0.5371251648300084,2.051762318642464,-1.5638149301934623,-0.8268318544862814,1.6122515439542011,-3.0840291846554484,-0.9782387423029972,1.951274913240421,0.3617488915479224,-0.6143406011012047,-0.2303821500049994,-0.7988072200251651,-2.5585506490774343,-3.085313530376395,-1.5815394462985453,-0.8686439751512807,-1.5979429737987778,0.4286299387345489,1.505464142973783,-2.349413573817665,-2.3145494090886136,-3.009324489820838,0.7111660310169675,-2.18210282060756,./emotion-fmri-neu/cp014_beta_fear_neutral_c0.nii.gz,14,fear,neutral,fear,disgust,1
-0.6649307712890896,3.165619520415597,0.0420263676935857,2.5702018775560243,5.260230653896906,0.1813116929702475,1.1958611746823509,3.699136296772996,1.1315477548343698,-0.2470195176002738,0.7272120920219142,0.76113307005703,0.5264730852997914,0.6686383554923477,-0.8598035932942669,-0.1253643780807149,0.8533664515018069,-1.3587234540285127,0.8893428232887824,-3.777232807163556,0.0069039852278908,-1.1838582766225658,-1.0484423240496283,0.1113959790368637,-0.0948060838451741,-0.6613108946511412,-1.8409728113026065,-0.866739923448847,-1.3113359696387292,-1.9497501533561596,-0.778103411522681,-0.5330008121831964,-1.6473177478108625,-2.274792529953843,-1.8981371666875784,-2.526125165832899,-2.303404174044192,-0.9886365398434004,-0.6527002270956466,-0.5104488981235106,-1.5518401276190406,-0.3394260273156397,-0.9814115832663428,-1.6720784290671409,-2.346281351031468,-1.215853033605667,-1.2912291128096172,-1.925593049440683,-1.4437318334468023,-2.683502842044609,-0.6729034530079993,3.611294111045403,0.8047343020539236,3.5590672529077434,3.035863208425868,-1.1023540025867034,3.034261025916821,3.2620988053702757,-0.6809136540431175,0.1949530502856138,0.0251966251100093,1.3616798880353518,-0.5269970445096714,-0.3615354750944868,-0.4106294426412096,-1.9939701681623447,-0.550808161549914,1.9695815250008235,-0.3190287676877189,-0.3926471166474581,-1.5958611704489185,0.2629611550255465,-1.1431618665336167,-0.729690005379994,0.9578581448565178,-0.0594841776457719,-1.0377081182876753,-1.3577240305891154,-0.6545379864781611,-0.3497911711187893,-0.4833017371602808,-1.5783795939605654,-2.071167158778122,-0.3671405516087461,-1.867136045912804,-0.8179271922693885,-2.181495631677276,-1.0055061666236362,-1.6463636991220902,-0.8498837350905931,-1.6263001380066504,-0.5649826495124085,-0.8673279361916849,-0.4544013697123812,0.0388761723434744,-1.5394944501203436,-1.2350121976715474,-1.3634260248142778,-2.052044750949237,-2.355753697070086,./emotion-fmri-neu/cp007_beta_anger_incongruent_c0.nii.gz,7,anger,incongruent,anger,disgust,1
