Inferior Semi-Lunar Lobule,Cerebellar Tonsil,Inferior Temporal Gyrus,Uncus,Middle Temporal Gyrus,Superior Temporal Gyrus,Sub-Gyral,Pyramis,Uvula,Uvula of Vermis,Fourth Ventricle,Tuber,Pyramis of Vermis,Nodule,Culmen,Orbital Gyrus,Tuber of Vermis,Fusiform Gyrus,Parahippocampal Gyrus,Rectal Gyrus,Superior Frontal Gyrus,Declive,Declive of Vermis,Fastigium,Lateral Ventricle,Inferior Frontal Gyrus,Middle Frontal Gyrus,Cerebellar Lingual,Medial Frontal Gyrus,Lingual Gyrus,Inferior Occipital Gyrus,Subcallosal Gyrus,Middle Occipital Gyrus,Culmen of Vermis,Extra-Nuclear,Caudate,Third Ventricle,Anterior Cingulate,Lentiform Nucleus,Thalamus,Insula,Claustrum,Cuneus,Posterior Cingulate,Precentral Gyrus,Transverse Temporal Gyrus,Postcentral Gyrus,Precuneus,Superior Occipital Gyrus,Supramarginal Gyrus,Inferior Parietal Lobule,Cingulate Gyrus,Angular Gyrus,Superior Parietal Lobule,Paracentral Lobule,filename,subject,emotion,priming,true_label,predicted_label,error_count
-2.859242145222953,-1.814288980603235,-3.729770250990364,-5.130549836377058,-2.9684290136899016,-3.2071332620205166,-0.922059491627147,-3.541226136426213,-0.6506693932840297,-3.526398494975441,-1.4586012514407585,-0.4684178602696341,-5.72268784377786,-2.690479151995815,1.044350991310975,-3.821003125681764,-4.932506229792898,-0.503516826301617,-1.278882109883818,-7.021927013685732,-4.056298802375798,2.38352302971808,-0.0578834700855211,-1.2875572752638735,-2.6518083684621945,-0.8536875189211488,-0.5345058782946248,-0.7171894366336793,-1.6677710637647496,1.224027142962426,1.0456236801695649,-6.793740184966912,-0.7360426302127294,-1.973697932167413,-1.3473733864662465,-4.371839293816681,-1.762147112938082,-0.584691309580927,-2.264794326204478,-0.518601228918986,-0.0441865143152837,-1.2543495722056814,-2.253197564402264,-3.5597744736072428,-0.8320266460568938,-0.1553945867321357,-0.028721660987159,0.2908420064392732,-4.134975517712767,0.1323228280815551,2.677331574385819,0.6410172929844821,-3.0300682575424256,5.747756792408266,1.1611864447466642,./emotion-fmri-neu/cp020_beta_fear_neutral_c0.nii.gz,20,fear,neutral,neutral,congruent,1
-2.190231669988843,-1.1478492767048292,-0.1701093951703845,-0.8615707895801946,-0.6580204535206701,-1.208532135828106,-0.4111823505388769,-2.174974135373769,-0.5848430177326135,-0.6357804944371725,-1.822992211224484,-0.600601619273101,-1.0308240862775109,-1.6472729330759577,-1.0022858525990126,-0.1305044484307212,-1.4577517293688431,1.728511621676689,-1.3320481310125418,-0.7638200404635158,-1.1767382484467284,2.6304600646541454,-1.4515593996531544,-1.787547078993967,-2.6424905409898,-0.2845027045493234,-0.8745354322398825,-4.428209752951516,-1.272809410084779,4.360728780004769,4.4793705567701005,-0.1916370538902395,5.9482174637366425,-0.3651003366309175,-1.3920185776487963,-2.7600697485909413,-1.7070737404572272,-1.7866456153535255,-1.054618381421229,-2.408794848088317,-0.4590047433548597,-0.7172288382652516,4.258208133590949,-1.5855033986677634,0.1057618285856481,-1.0446313793167152,0.3545625544976449,-3.8914084767024257,4.2444294455714,-2.2449273777520053,-1.1042893283414783,-1.7325181361937754,-1.3691917935792977,-1.528624650953006,-1.799816234047562,./emotion-fmri-neu/cp030_beta_fear_congruent_c0.nii.gz,30,fear,congruent,congruent,incongruent,1
-1.6362050293378687,-1.078996468981973,-0.2206929401298985,-0.0416990381711636,0.2327377636628723,-1.1263976491326175,0.0693904607282065,-1.603590835493609,-0.9004151752556913,0.933636254708413,-0.871501385397877,-0.2400832645594807,1.6751168565178396,-1.1116684483496742,0.9338076162605312,-0.1084197449724076,0.4537616147108564,2.60908275153512,0.2045676227241249,-0.4639140606256164,-0.8898032682424238,3.6243447692654938,0.9128749707761606,-0.7761177963137481,-0.4286810013782876,0.4774732119383618,-0.0608330830626239,-0.0826204892489525,-0.8285955711052717,6.699724091743838,3.607749932324551,-0.2355232862509945,4.740067444425208,1.567267524980814,-0.4677222558025425,-0.8451615988636078,0.2737535693834421,-1.2143413748086362,-0.8987179683661457,-0.3972273159112172,-0.6052681004339688,-0.5042177938296629,6.174209434277147,-0.209181132871879,-0.5045624708246406,-1.9164960679849048,0.1349569855106441,-0.9557587841781654,4.939009248094312,-0.723664551313416,-0.3527624311214333,-0.4373800755962165,-0.997173434158056,-0.5757366228323686,-0.8937534536593268,./emotion-fmri-neu/cp028_beta_anger_neutral_c0.nii.gz,28,anger,neutral,neutral,incongruent,1
-1.2275349164581548,-1.1885769864629432,0.0497199338197462,-0.6525536248032774,-0.7692255137989223,-1.0306580046080596,-0.4624909265055554,-1.0772203170431742,0.0196807103556304,-0.5363966059177584,0.2822588300470898,-0.2226968198185921,0.3680728664014276,-0.8644058047512317,-0.8615415080835287,-0.8413505879168688,-0.941630174677389,2.0542351707747213,-1.1727597313027336,-1.9293195774425864,-0.5104335108917235,1.8755512744307488,-2.1042169566143416,0.2411724470254794,-2.773133896894185,0.3571564217765262,-0.4637020312847829,-3.8883839623555496,-0.7326382172065018,2.317900615088168,3.5690160910322293,0.2785689766778466,4.864725534239275,-3.5939349789202777,-1.504580774938579,-1.6347164195895083,-2.0593663577257915,-1.2653970385404454,-0.951562818458358,-2.00385204870115,-0.7927175912057378,-0.7792220123912781,2.4448607624894185,-3.204767183906497,0.1159892651975827,-1.1041244651447402,0.1373589639978857,-2.313099679312467,4.59109117234593,-1.8814728906629203,-0.8055860985438275,-1.3480646129611098,-2.1487500245756723,0.9528026290020872,-1.9053213217931,./emotion-fmri-neu/cp030_beta_disgust_congruent_c0.nii.gz,30,disgust,congruent,congruent,incongruent,1
-1.006122907023222,-0.4018710352290783,1.1120392362364078,-0.2067310823864318,1.5499967507267751,1.106290568606965,1.093863071070222,-0.0436630079363956,2.2247755099109487,-1.0233208369074795,-0.7969383964102722,1.328159841688372,1.5346641902918086,-0.6393059181553671,1.389814606609001,0.3752439993001438,1.920655734375048,3.759539524280391,-0.1698706372076109,-0.1971597662379461,1.1408363578742486,6.73679518150581,2.616779276605543,0.1647016965146913,-1.1034740235047955,1.5969707971121336,1.753897500605074,-2.96706184167232,1.3070986590415832,9.092268396233822,7.293967708700602,0.4692906508977494,8.17608839308147,3.459002208289204,0.1620478900638921,-1.2665697412617791,-1.3031055614123563,0.4715421788123968,0.4307859050586999,-0.5277523433339009,1.942972339924648,0.9138358078235828,7.471892990604563,1.6209629267426349,2.345624112129712,2.589639883198457,2.572604802526465,0.373851487206767,5.89965876580916,0.4008773568856685,1.8782560955594951,0.5790461246103626,1.0865452891167575,3.1506227819752177,0.6023431734329422,./emotion-fmri-neu/cp030_beta_anger_congruent_c0.nii.gz,30,anger,congruent,congruent,incongruent,1
-0.8989533818728909,-0.6061463006414453,-0.970087177655495,0.4196600518306103,-0.7548172424425574,-0.1110285553472423,-0.3465287360097794,-0.7183371637253361,-0.724265564102463,0.7111881152917406,-0.1515338440647557,-0.9419033767619432,-0.7267297979064643,-0.0966601975299116,0.0221457882397153,-0.5192165070771868,-0.3594010371864272,-0.7370266212658172,0.1127051168280828,-0.3027815140046195,-1.1552034243064024,-0.5684375058892879,-0.4453436111105144,0.3158998741842338,-0.2073487064461006,-1.0953261694658445,-1.579446249269252,-0.3371298170796362,-0.7255526842083694,0.1024213140001529,-1.1055108278250605,-0.2238602381962696,0.1791494078389371,-0.721576506470998,-0.178589986885817,-1.182419684915385,0.1472266276085838,-0.6051731732425568,-0.5968430736126452,-0.8157519040460361,-0.2631007089218335,-0.3814319789472358,0.4692566740053001,-0.0224787738489439,0.0757974415004649,-0.071895586708895,-0.4122082667368243,-1.650390750686585,-0.3718325273838146,-1.110669056054719,-1.6759658506003636,-0.6796865501977085,-1.2865913502772464,-2.2019661602269607,-0.7559332792175496,./emotion-fmri-neu/cp016_beta_disgust_congruent_c0.nii.gz,16,disgust,congruent,congruent,neutral,1
-0.5219964792827523,0.9172879115053316,0.6299399914154717,1.6447596376284053,0.7529078871525057,0.3205001687251365,0.2524349771093848,-0.0685246801504761,1.9451304753588756,2.93609756415848,-0.9963684501707468,0.5610793638232906,2.701652910673177,1.3945544191954728,3.201921581320036,-0.4959392606395659,2.556342750917427,3.651155479774391,1.6577922876061373,-0.4047371321835208,-0.0126435787183314,6.260725151866646,2.6768317244999653,0.1094049440210411,-1.4051784457955068,0.7034748041905227,0.4584735602199848,0.7094760920235048,0.3419781420899374,7.348064771536072,5.544279653270602,-1.009832009549913,6.020734700330473,3.639315237965987,-0.2877626736870707,-0.4170330601462659,-0.2475139856203733,-0.3787976962899929,0.6055782563555219,0.0626407931798651,1.192473397346029,1.3063900324086588,7.228632307820175,1.9322622926713915,1.3770564806267769,0.5210495022200734,1.6943555824711618,1.4250599885649282,5.922934752586665,-1.6229933184327805,-0.466486826017432,-0.0810816898863553,-0.5453964354614333,1.1886238394597126,0.5894683158646299,./emotion-fmri-neu/cp018_beta_fear_congruent_c0.nii.gz,18,fear,congruent,congruent,incongruent,1
-0.3748408160015027,-0.8500923642188025,2.3570578088698,1.3231192736896906,2.4665891156793074,3.267170576752362,1.4129018636591113,-0.9763102571765906,-0.3989811035045038,-0.2474023334095852,-1.6797970818877144,0.6462756842373583,-0.6312148160307608,-0.63055402285186,1.5112524073536382,1.4012822208522118,-0.6631382534613831,3.743757005156204,0.8372850482032229,1.8189452999646412,2.345921708659323,4.34054682641467,0.2754716023624669,0.0078333848371507,1.1469413398294233,3.2784651440061148,3.1244508084226266,-2.9153818601641333,2.736853050805779,5.228394997809273,4.298234315569132,1.4961949147867712,4.95872471143221,0.7863088194200576,1.1006539793415404,1.9101368218423065,1.846030753469437,1.6489198380343717,1.4567345797903453,0.0205322191974357,3.3657506747336305,2.654160187684395,5.483190217386497,4.738855090676264,4.513932347346271,5.5699326548208665,5.527697243778731,4.42562216059601,3.334400183580648,2.050514285968684,4.110586742665139,2.364914793843916,2.320439708191049,7.089884835844988,3.842863123889532,./emotion-fmri-neu/cp022_beta_anger_congruent_c0.nii.gz,22,anger,congruent,congruent,neutral,1
-0.3667139418115601,0.0917976017072747,1.0463732316456784,1.2639769665407738,1.3656248771065431,0.8163254077280491,0.9459984085055032,0.7664228338185685,3.233024140052103,1.335307977034877,0.4403291951464566,2.4727791896292053,2.732329368877455,1.568169880598498,2.633566824962051,-0.2489881437468548,2.3793174212360486,4.527915533238965,2.5662847357366787,-0.2868264490160405,1.0969107145916543,6.615473459471757,1.1924527349401473,0.0422108095635002,1.206872868720572,1.77702817242255,1.2558837860488297,-0.0218131321506954,0.8632152538458209,7.397964618726189,8.152686392415037,-0.3448620687124774,5.997105836006374,0.942468499883294,0.8221739021528949,1.4325396778975197,1.93263829492075,0.4036431103496566,0.2784775210216166,1.6669302961856618,1.373551194454547,0.7760912624357448,7.197880502620356,1.2520301488361605,0.8674995928865477,0.7127430514251004,1.3053092869835798,1.0068481713378474,6.08894780516051,-0.1739583011329298,0.7944613977850941,0.6602477825728749,-0.8482340168710794,2.2418756185969677,-0.2166567861619685,./emotion-fmri-neu/cp005_beta_fear_incongruent_c0.nii.gz,5,fear,incongruent,incongruent,congruent,1
-0.3243903386702874,-0.3550738304012642,-0.3484584263345727,-1.088419577817597,-0.7491207207795005,-0.4978350812615382,-0.554782115336131,-0.7660890911864796,0.9784319865263944,0.6701023542408976,-1.3314196237196685,0.190703604861525,0.5474792829307455,1.5189563199860732,-0.5451850664067788,1.3263938417788674,-0.9208296619299688,1.8848508791346577,-1.6742348141748995,1.9654884346950643,0.6221526205594287,3.3835677471339376,-0.3040385469336648,-0.4120159924638794,-3.0165707019213484,0.7098147537561702,0.7574580905410856,-4.40747008228916,0.1945374021095995,2.987373696974004,2.986312269211099,-2.5467449918463494,2.279777283070015,1.1503082542104373,-1.886104408569086,-3.765941080945514,-5.514407002139686,-1.5243746916240044,-1.564182232466501,-2.086882261727682,-1.0091805919248376,-0.6745517872021876,2.975806047501903,0.7071795389082839,0.2168680037294135,-0.2449430958516765,0.490454143588609,0.8115695065789175,1.6336213277760518,-0.1657229610294594,0.3815107889899797,-1.4174336351625818,-0.752016075956087,2.459217208301754,-0.1150940019675274,./emotion-fmri-neu/cp012_beta_anger_congruent_c0.nii.gz,12,anger,congruent,congruent,neutral,1
