feature,corrcoef
Precentral_L,-0.005035513515936336
Precentral_R,0.10033367585590598
Frontal_Sup_L,-0.039690427519440234
Frontal_Sup_R,0.00924670998318378
Frontal_Sup_Orb_L,0.06133802378261219
Frontal_Sup_Orb_R,0.014997977235331838
Frontal_Mid_L,-0.041500494165612786
Frontal_Mid_R,-0.050222864616961294
Frontal_Mid_Orb_L,-0.004825336348399774
Frontal_Mid_Orb_R,0.07582706531325455
Frontal_Inf_Oper_L,-0.0550881920721125
Frontal_Inf_Oper_R,0.004391546639598674
Frontal_Inf_Tri_L,-0.07131192655655645
Frontal_Inf_Tri_R,-0.13870235072142773
Frontal_Inf_Orb_L,-0.09187206740855958
Frontal_Inf_Orb_R,-0.06755004627499116
Rolandic_Oper_L,0.03604151950611352
Rolandic_Oper_R,0.0670153399265558
Supp_Motor_Area_L,0.05281187669379846
Supp_Motor_Area_R,0.09886358033799487
Olfactory_L,-0.07208910858036288
Olfactory_R,-0.08832294847462901
Frontal_Sup_Medial_L,-0.0990099251736864
Frontal_Sup_Medial_R,-0.08282598625950416
Frontal_Med_Orb_L,0.034919860291796875
Frontal_Med_Orb_R,0.013602197645806391
Rectus_L,0.04727109387273695
Rectus_R,-0.0016869735341560324
Insula_L,-0.0071339652611330665
Insula_R,0.03425274704391182
Cingulum_Ant_L,0.03091350170740209
Cingulum_Ant_R,-0.006985180084608569
Cingulum_Mid_L,0.08574662245448265
Cingulum_Mid_R,0.09952365679407249
Cingulum_Post_L,-0.08468384450931707
Cingulum_Post_R,0.06494670337253157
Hippocampus_L,-0.1521410135597455
Hippocampus_R,-0.025536203657387756
ParaHippocampal_L,-0.12128613208385002
ParaHippocampal_R,-0.03584499947623861
Amygdala_L,-0.014602210993777577
Amygdala_R,0.0038516452542085946
Calcarine_L,0.16128776336866407
Calcarine_R,0.2310467601148131
Cuneus_L,0.2818706843546835
Cuneus_R,0.23585228616012757
Lingual_L,0.09460930628622016
Lingual_R,0.16328426471294138
Occipital_Sup_L,0.20750063508330707
Occipital_Sup_R,0.2791801592476147
Occipital_Mid_L,0.19641199588157007
Occipital_Mid_R,0.23363502427721122
Occipital_Inf_L,0.00743905793992062
Occipital_Inf_R,-0.08066506829571461
Fusiform_L,0.10114001580661049
Fusiform_R,0.058681106962517646
Postcentral_L,0.03269258267524536
Postcentral_R,0.1548813061423864
Parietal_Sup_L,0.018942317394312545
Parietal_Sup_R,0.13622526458431927
Parietal_Inf_L,-0.07707729157187776
Parietal_Inf_R,-0.015656258392440774
SupraMarginal_L,-0.05000638731624101
SupraMarginal_R,-0.06326669636048907
Angular_L,0.02823866185952704
Angular_R,0.05924578920909303
Precuneus_L,-0.033838739445440726
Precuneus_R,0.0021257977020591023
Paracentral_Lobule_L,0.12898560180885035
Paracentral_Lobule_R,0.05610002615558613
Caudate_L,-0.014868686425241842
Caudate_R,-0.07039412564693896
Putamen_L,-0.011799014864908513
Putamen_R,0.04066849464423376
Pallidum_L,-0.03550602575808767
Pallidum_R,-0.008641146027961675
Thalamus_L,-0.06365970846696041
Thalamus_R,-0.01370859912616885
Heschl_L,0.14197155459651306
Heschl_R,0.1326364445611439
Temporal_Sup_L,0.021433978974811363
Temporal_Sup_R,0.004088255430735051
Temporal_Pole_Sup_L,-0.0647037932763521
Temporal_Pole_Sup_R,-0.10620759120936855
Temporal_Mid_L,0.06284183611081978
Temporal_Mid_R,0.10930655907178512
Temporal_Pole_Mid_L,-0.08509155376481081
Temporal_Pole_Mid_R,-0.09241968593301673
Temporal_Inf_L,-0.010068079536563074
Temporal_Inf_R,0.09284466319562053
Cerebelum_Crus1_L,-0.0709259360562529
Cerebelum_Crus1_R,-0.2262066466592805
Cerebelum_Crus2_L,-0.12169575451226966
Cerebelum_Crus2_R,-0.10764513761164246
Cerebelum_3_L,-0.1413585038989328
Cerebelum_3_R,-0.1742122018999189
Cerebelum_4_5_L,-0.06047336227321438
Cerebelum_4_5_R,-0.13422297639011463
Cerebelum_6_L,0.13643333385917364
Cerebelum_6_R,-0.006787661986930401
Cerebelum_7b_L,-0.14004910278279023
Cerebelum_7b_R,-0.050532117936770655
Cerebelum_8_L,-0.047241293536809524
Cerebelum_8_R,-0.016632554339968332
Cerebelum_9_L,0.14939135425668185
Cerebelum_9_R,0.19592332456851091
Cerebelum_10_L,-0.06235443429309236
Cerebelum_10_R,-0.06861616426566323
Vermis_1_2,-0.1537817602877648
Vermis_3,-0.2440397628077949
Vermis_4_5,-0.1581362072278874
Vermis_6,0.04228224547464285
Vermis_7,-0.018311809392254002
Vermis_8,0.06924420661405979
Vermis_9,0.08752809873257893
Vermis_10,0.11954709449395559
