Left Cerebellum,Right Cerebellum,Left Brainstem,Right Brainstem,Left Cerebrum,Right Cerebrum,Inter-Hemispheric,filename,subject,emotion,priming,Posterior Lobe,Medulla,Temporal Lobe,Limbic Lobe,Frontal Lobe,Sub-lobar,Pons,Anterior Lobe,Occipital Lobe,Midbrain,Frontal-Temporal Space,Parietal Lobe,Gray Matter,White Matter,Cerebro-Spinal Fluid
1.786301479283823,2.076196280394785,0.6960059163307111,0.6549330111867339,1.1074309949245449,1.0652726110088098,1.2882550923965046,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent,1.942360821093405,-0.5518593276780694,0.9088365449329324,0.7938206540409699,0.7056526163291834,0.7572680854994002,1.009211220928482,1.8863763530889208,3.536650011047417,0.611878097966351,1.2612313462562383,0.8453886054410894,1.42647889004769,0.9573546411199068,0.456066730651546
2.5117360746788164,3.124613158621383,1.2511471878333058,0.9748002601670812,1.2460281527825603,1.0309668324528924,1.8517760510897956,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent,2.7982745838892558,1.2357859058975864,0.6132908127662763,0.3908321012272184,0.911937500867134,0.0862263351828292,0.9758152515586586,2.8215099860896755,5.186356217108904,1.2177729918650226,0.7169915758778567,0.5890935261769654,1.8221284724201643,0.8964366945354137,-0.3420695754747719
3.4456958379326768,3.984187472861033,1.5041415741630262,1.3795099438816698,1.727606116171842,1.3429622155032297,2.636741668283011,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral,3.7558012695840417,0.97148911948238,0.9167942784500122,0.6350546249692045,1.418575521953368,0.7180818494296042,0.959704950343961,3.5902641478638784,5.6088923729998745,1.975545266984324,0.5561258193244852,0.670382366187851,2.376425052532303,1.2786899340934732,0.4340115462198076
1.5285661628820364,1.9191908772074988,0.9067456594916412,1.09982255078583,0.8439221704312064,0.589541713629147,0.4054437678981835,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent,1.7960712816352653,-0.0333244282372299,0.5483903773102994,0.268169382264925,0.3760993068553564,0.2510040582126577,1.8454745051322117,1.5132846591240712,3.1840405208768576,0.4376819080513047,0.304987676806641,0.5727841575018942,1.0810999797803018,0.6247944700777822,-0.2478315872973886
1.4243727906226114,2.265917415636184,0.7701168918265611,0.6377807224336106,0.964883436795219,0.3266569407544629,0.7911982790692978,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent,1.837201562493798,0.055281213382629,-0.2175344354353433,0.1453875153662439,0.6030507269544212,-0.3974476799838126,0.5683795316926683,1.8308870372062007,4.697656082438065,0.9580830323193714,-0.3393381210135833,-0.1674650977410729,1.142427944634285,0.4834458692659357,-0.821872278270107
2.3565415263407457,3.352222515949058,1.7755573395623152,1.7549081419279862,1.816572206228958,1.5145418906804862,1.5282369498344048,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral,2.727465611289824,-0.6399759232870287,0.8293611861603782,0.4831479707436572,1.643358411194752,0.3866141237713454,1.3842652826339836,3.0887770818702216,5.439955944918724,2.586770432377054,0.895006719191679,1.6810884734471592,2.250810111938666,1.4373425413389656,-0.7146348244414219
1.991666939703865,2.8841964453296525,0.7232594024679719,0.7668995465719285,0.7577585495873957,0.4723535376957354,1.4645640733349596,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent,2.4944514389845915,0.9159155841130882,0.0951394130609997,-0.0400773599726953,0.1763740273113566,0.103963860034274,0.4506046166299946,2.271156916744512,4.974481607498411,0.9774480865515114,-0.867032819812147,-0.1815500681020518,1.24951575252968,0.4766883075276739,-0.0792924249987181
1.8814845466727887,2.4095043025333878,0.7047829150708097,0.7244781954686539,0.5491378848193339,0.2462844507688374,-0.0218529464641027,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent,2.0619660488322533,-0.7928984081983346,-0.3935820684289058,-0.1977530100683503,0.1762749283538701,-0.5211629708511171,0.8345596463300969,2.308217435064196,5.112640927561448,0.9035486034791615,0.0945039677354032,-0.6160265429482971,0.9827372665670022,0.2942991216054214,-0.9640738239786076
1.9109668120916328,2.733781190290132,1.0084149863499237,0.6290652794984103,1.098314784335002,0.7510353381437536,1.7255480347024792,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral,2.331303480668747,0.6195633720948528,0.5956156634801868,0.2029583585861576,0.9120509928785075,-0.2299017971293467,1.0015566522407116,2.262363846539571,4.038788526949572,0.6992716568091896,0.1385615617120851,0.3866327217821949,1.5267015497304453,0.6993655359041706,-0.7669038526750303
2.369220765755778,2.509241424084089,0.6715985789609341,1.2558990477442948,0.192747791783817,0.3401127542336113,-1.452088600943765,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent,2.3341397359623737,1.2463876022652716,0.3118177992415513,-1.305082291228593,-0.0662216262668464,-0.6497650974021912,1.2805106300804343,2.6157217879332144,2.980804284903117,0.6024224229592158,-0.4228218027801498,0.8270090780402739,0.9657828980357864,0.1945440253263432,-1.382339216695158
